anime_id,title,type,score,members,favorites,genres,themes,demographics,studios
5114,Fullmetal Alchemist: Brotherhood,tv,9.1,3206028,219036,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Military'],['Shounen'],['Bones']
11061,Hunter x Hunter (2011),tv,9.04,2688079,202109,"['Action', 'Adventure', 'Fantasy']",[],['Shounen'],['Madhouse']
38524,Shingeki no Kyojin Season 3 Part 2,tv,9.05,2133927,55644,"['Action', 'Drama']","['Gore', 'Military', 'Survival']",['Shounen'],['Wit Studio']
9253,Steins;Gate,tv,9.07,2463954,184312,"['Drama', 'Sci-Fi', 'Suspense']","['Psychological', 'Time Travel']",[],['White Fox']
28851,Koe no Katachi,movie,8.94,2218467,84124,"['Award Winning', 'Drama']",['Romantic Subtext'],['Shounen'],['Kyoto Animation']
32281,Kimi no Na wa.,movie,8.84,2624738,87856,"['Award Winning', 'Drama', 'Supernatural']",['Romantic Subtext'],[],['CoMix Wave Films']
2904,Code Geass: Hangyaku no Lelouch R2,tv,8.91,1714368,74991,"['Action', 'Award Winning', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Super Power']",[],['Sunrise']
40028,Shingeki no Kyojin: The Final Season,tv,8.8,1872476,51504,"['Action', 'Drama']","['Gore', 'Military', 'Survival']",['Shounen'],['MAPPA']
199,Sen to Chihiro no Kamikakushi,movie,8.78,1777836,31487,"['Adventure', 'Award Winning', 'Supernatural']",['Mythology'],[],['Studio Ghibli']
1575,Code Geass: Hangyaku no Lelouch,tv,8.7,2169252,106054,"['Action', 'Award Winning', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'School', 'Super Power']",[],['Sunrise']
1535,Death Note,tv,8.62,3747523,168772,"['Supernatural', 'Suspense']","['Detective', 'Psychological']",['Shounen'],['Madhouse']
21,One Piece,tv,8.7,2204897,203640,"['Action', 'Adventure', 'Fantasy']",[],['Shounen'],['Toei Animation']
40748,Jujutsu Kaisen,tv,8.63,2304046,82645,"['Action', 'Award Winning', 'Fantasy']",['School'],['Shounen'],['MAPPA']
35760,Shingeki no Kyojin Season 3,tv,8.62,2239336,19933,"['Action', 'Drama']","['Gore', 'Military', 'Survival']",['Shounen'],['Wit Studio']
23273,Shigatsu wa Kimi no Uso,tv,8.65,2130316,83956,"['Drama', 'Romance']","['Love Polygon', 'Music', 'School']",['Shounen'],['A-1 Pictures']
37510,Mob Psycho 100 II,tv,8.8,1450818,31753,"['Action', 'Comedy', 'Supernatural']",['Super Power'],[],['Bones']
16498,Shingeki no Kyojin,tv,8.54,3779820,165109,"['Action', 'Award Winning', 'Drama', 'Suspense']","['Gore', 'Military', 'Survival']",['Shounen'],['Wit Studio']
1,Cowboy Bebop,tv,8.75,1788584,79192,"['Action', 'Award Winning', 'Sci-Fi']","['Adult Cast', 'Space']",[],['Sunrise']
47778,Kimetsu no Yaiba: Yuukaku-hen,tv,8.79,1287198,23792,"['Action', 'Fantasy']",['Historical'],['Shounen'],['ufotable']
33352,Violet Evergarden,tv,8.67,1695886,58458,"['Drama', 'Fantasy']",[],[],['Kyoto Animation']
30276,One Punch Man,tv,8.5,3087808,62773,"['Action', 'Comedy']","['Adult Cast', 'Parody', 'Super Power']",['Seinen'],['Madhouse']
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,tv,8.78,1152923,15228,['Sports'],"['School', 'Team Sports']",['Shounen'],['Production I.G']
25777,Shingeki no Kyojin Season 2,tv,8.51,2593983,20999,"['Action', 'Drama', 'Suspense']","['Gore', 'Military', 'Survival']",['Shounen'],['Wit Studio']
37521,Vinland Saga,tv,8.74,1391351,43375,"['Action', 'Adventure', 'Drama']","['Gore', 'Historical']",['Seinen'],['Wit Studio']
38000,Kimetsu no Yaiba,tv,8.5,2853413,89446,"['Action', 'Award Winning', 'Fantasy']",['Historical'],['Shounen'],['ufotable']
431,Howl no Ugoku Shiro,movie,8.66,1268885,27227,"['Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance']",[],[],['Studio Ghibli']
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,movie,8.61,1431239,12923,"['Action', 'Fantasy']",['Historical'],['Shounen'],['ufotable']
4181,Clannad: After Story,tv,8.93,1157642,69183,"['Drama', 'Romance', 'Supernatural']",[],[],['Kyoto Animation']
28891,Haikyuu!! Second Season,tv,8.63,1373327,15553,['Sports'],"['School', 'Team Sports']",['Shounen'],['Production I.G']
2001,Tengen Toppa Gurren Lagann,tv,8.63,1558970,76345,"['Action', 'Adventure', 'Award Winning', 'Sci-Fi']",['Mecha'],[],['Gainax']
164,Mononoke Hime,movie,8.67,1201948,20896,"['Action', 'Adventure', 'Award Winning', 'Fantasy']",[],[],['Studio Ghibli']
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,tv,8.64,1274580,18708,['Comedy'],"['Psychological', 'Romantic Subtext', 'School']",['Seinen'],['A-1 Pictures']
37779,Yakusoku no Neverland,tv,8.51,1885995,32250,"['Fantasy', 'Mystery', 'Sci-Fi', 'Suspense']","['Psychological', 'Survival']",['Shounen'],['CloverWorks']
48583,Shingeki no Kyojin: The Final Season Part 2,tv,8.77,1159800,29355,"['Action', 'Drama']","['Gore', 'Military', 'Survival']",['Shounen'],['MAPPA']
50265,Spy x Family,tv,8.6,1387256,37892,"['Action', 'Award Winning', 'Comedy']",['Childcare'],['Shounen'],"['Wit Studio', 'CloverWorks']"
32182,Mob Psycho 100,tv,8.49,1978558,45948,"['Action', 'Comedy', 'Supernatural']",['Super Power'],[],['Bones']
34599,Made in Abyss,tv,8.66,1310134,42358,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']","['Gore', 'Survival']",[],['Kinema Citrus']
20583,Haikyuu!!,tv,8.44,1888573,71337,['Sports'],"['School', 'Team Sports']",['Shounen'],['Production I.G']
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,tv,9.04,843192,29680,"['Comedy', 'Romance']",['School'],['Seinen'],['A-1 Pictures']
44511,Chainsaw Man,tv,8.57,1323404,42616,"['Action', 'Fantasy']",['Gore'],['Shounen'],['MAPPA']
30654,Ansatsu Kyoushitsu 2nd Season,tv,8.49,1374412,17308,"['Action', 'Comedy']",['School'],['Shounen'],['Lerche']
11741,Fate/Zero 2nd Season,tv,8.55,1083386,20173,"['Action', 'Fantasy', 'Supernatural']",[],[],['ufotable']
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,tv,8.58,970669,30712,"['Action', 'Adventure', 'Supernatural']",['Organized Crime'],['Shounen'],['David Production']
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,tv,8.41,1653700,38140,['Comedy'],"['Psychological', 'Romantic Subtext', 'School']",['Seinen'],['A-1 Pictures']
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,tv,8.5,1069244,38355,"['Action', 'Adventure', 'Supernatural']",[],['Shounen'],['David Production']
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,tv,8.69,814842,17609,"['Drama', 'Ecchi', 'Fantasy']","['Isekai', 'Reincarnation']",[],['Studio Bind']
32,Neon Genesis Evangelion: The End of Evangelion,movie,8.55,889918,27624,"['Avant Garde', 'Drama', 'Sci-Fi']","['Mecha', 'Psychological']",[],"['Gainax', 'Production I.G']"
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,tv,8.44,1061853,20098,"['Action', 'Adventure', 'Supernatural']",[],['Shounen'],['David Production']
205,Samurai Champloo,tv,8.51,1196726,36556,"['Action', 'Adventure', 'Comedy']","['Historical', 'Samurai']",[],['Manglobe']
30,Neon Genesis Evangelion,tv,8.35,1736961,101669,"['Action', 'Avant Garde', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']","['Mecha', 'Psychological']",[],"['Gainax', 'Tatsunoko Production']"
36098,Kimi no Suizou wo Tabetai,movie,8.56,909147,19720,"['Drama', 'Romance']",['School'],[],['Studio VOLN']
22535,Kiseijuu: Sei no Kakuritsu,tv,8.34,1797592,33746,"['Action', 'Horror', 'Sci-Fi']","['Gore', 'Psychological']",['Seinen'],['Madhouse']
31043,Boku dake ga Inai Machi,tv,8.31,2013301,46900,"['Mystery', 'Supernatural', 'Suspense']","['Psychological', 'Time Travel']",['Seinen'],['A-1 Pictures']
918,Gintama,tv,8.94,1031044,57986,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],['Sunrise']
19,Monster,tv,8.87,1032748,48413,"['Drama', 'Mystery', 'Suspense']","['Adult Cast', 'Psychological']",['Seinen'],['Madhouse']
12355,Ookami Kodomo no Ame to Yuki,movie,8.58,789229,11168,"['Award Winning', 'Fantasy', 'Slice of Life']",['Childcare'],[],['Studio Chizu']
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,tv,8.37,1192814,29934,"['Drama', 'Ecchi', 'Fantasy']","['Isekai', 'Reincarnation']",[],['Studio Bind']
9756,Mahou Shoujo Madoka★Magica,tv,8.36,1243381,53043,"['Award Winning', 'Drama', 'Suspense']","['Mahou Shoujo', 'Psychological']",[],['Shaft']
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,tv,8.31,1564037,32305,"['Drama', 'Supernatural']",[],[],['A-1 Pictures']
1735,Naruto: Shippuuden,tv,8.26,2374806,108754,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],['Shounen'],['Pierrot']
245,Great Teacher Onizuka,tv,8.69,794971,25474,['Comedy'],"['Delinquents', 'School', 'Workplace']",['Shounen'],['Pierrot']
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,movie,8.6,674065,9978,"['Drama', 'Romance', 'Supernatural']",['School'],[],['CloverWorks']
40776,Haikyuu!! To the Top Part 2,tv,8.54,767486,5958,['Sports'],"['School', 'Team Sports']",['Shounen'],['Production I.G']
13601,Psycho-Pass,tv,8.34,1580651,37966,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']","['Adult Cast', 'Detective', 'Psychological']",[],['Production I.G']
33255,Saiki Kusuo no Ψ-nan,tv,8.41,1049537,28020,"['Comedy', 'Supernatural']","['Gag Humor', 'School', 'Super Power']",['Shounen'],"['J.C.Staff', 'Egg Firm']"
38691,Dr. Stone,tv,8.29,1651884,27313,"['Adventure', 'Comedy', 'Sci-Fi']","['Survival', 'Time Travel']",['Shounen'],['TMS Entertainment']
42310,Cyberpunk: Edgerunners,ona,8.6,613426,20508,"['Action', 'Sci-Fi']","['Gore', 'Psychological']",[],['Trigger']
5081,Bakemonogatari,tv,8.33,1363696,48312,"['Mystery', 'Romance', 'Supernatural']",['Vampire'],[],['Shaft']
31240,Re:Zero kara Hajimeru Isekai Seikatsu,tv,8.23,2110918,65331,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",[],['White Fox']
17074,Monogatari Series: Second Season,tv,8.77,651618,23115,"['Comedy', 'Mystery', 'Romance', 'Supernatural']",['Vampire'],[],['Shaft']
52034,"""Oshi no Ko""",tv,8.81,623505,24100,"['Drama', 'Supernatural']","['Reincarnation', 'Showbiz']",['Seinen'],['Doga Kobo']
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,tv,8.44,831451,12025,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",[],['White Fox']
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,movie,8.45,735212,4722,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",[],['J.C.Staff']
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,tv,8.26,1451947,11763,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",[],['Studio Deen']
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,tv,8.34,1054759,11396,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",[],['White Fox']
30484,Steins;Gate 0,tv,8.53,837925,11478,"['Drama', 'Sci-Fi', 'Suspense']",['Time Travel'],[],['White Fox']
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,tv,8.24,1657056,45395,"['Drama', 'Romance', 'Supernatural']",['School'],[],['CloverWorks']
39551,Tensei shitara Slime Datta Ken 2nd Season,tv,8.39,888768,10476,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",[],['8bit']
10087,Fate/Zero,tv,8.28,1458299,33259,"['Action', 'Fantasy', 'Supernatural']",[],[],['ufotable']
38883,Haikyuu!! To the Top,tv,8.36,888322,5072,['Sports'],"['School', 'Team Sports']",['Shounen'],['Production I.G']
48561,Jujutsu Kaisen 0 Movie,movie,8.47,752005,8882,"['Action', 'Fantasy']",['School'],['Shounen'],['MAPPA']
578,Hotaru no Haka,movie,8.51,644663,7704,['Drama'],['Historical'],[],['Studio Ghibli']
28701,Fate/stay night: Unlimited Blade Works 2nd Season,tv,8.32,827034,9090,"['Action', 'Fantasy', 'Supernatural']",[],[],['ufotable']
437,Perfect Blue,movie,8.54,664796,18097,"['Avant Garde', 'Drama', 'Horror']","['Adult Cast', 'Psychological', 'Showbiz']",[],['Madhouse']
777,Hellsing Ultimate,ova,8.35,896045,21215,"['Action', 'Horror', 'Supernatural']","['Adult Cast', 'Gore', 'Military', 'Vampire']",['Seinen'],"['Madhouse', 'Satelight', 'Graphinica']"
37105,Grand Blue,tv,8.43,740203,18746,['Comedy'],['Adult Cast'],['Seinen'],['Zero-G']
33,Kenpuu Denki Berserk,tv,8.57,617424,25873,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']","['Gore', 'Military']",['Seinen'],['OLM']
38826,Tenki no Ko,movie,8.29,942695,11809,"['Award Winning', 'Drama', 'Fantasy', 'Romance']",[],[],['CoMix Wave Films']
523,Tonari no Totoro,movie,8.25,1019342,8097,"['Adventure', 'Award Winning', 'Supernatural']",[],[],['Studio Ghibli']
47917,Bocchi the Rock!,tv,8.83,454008,22174,['Comedy'],"['CGDCT', 'Music']",[],['CloverWorks']
36649,Banana Fish,tv,8.48,820681,29215,"['Action', 'Adventure', 'Drama', 'Suspense']","['Delinquents', 'Organized Crime', 'Psychological']",['Shoujo'],['MAPPA']
263,Hajime no Ippo,tv,8.76,555032,20493,['Sports'],['Combat Sports'],['Shounen'],['Madhouse']
49926,Kimetsu no Yaiba: Mugen Ressha-hen,tv,8.39,659787,4038,"['Action', 'Fantasy']",['Historical'],['Shounen'],['ufotable']
7311,Suzumiya Haruhi no Shoushitsu,movie,8.61,593540,13259,"['Award Winning', 'Mystery', 'Sci-Fi', 'Supernatural']",['School'],[],['Kyoto Animation']
10165,Nichijou,tv,8.46,860611,22799,['Comedy'],"['Gag Humor', 'School']",['Shounen'],['Kyoto Animation']
34612,Saiki Kusuo no Ψ-nan 2,tv,8.42,611613,4052,"['Comedy', 'Supernatural']","['Gag Humor', 'School', 'Super Power']",['Shounen'],"['J.C.Staff', 'Egg Firm']"
50172,Mob Psycho 100 III,tv,8.72,591998,9112,"['Action', 'Comedy', 'Supernatural']",['Super Power'],[],['Bones']
42897,Horimiya,tv,8.2,1274070,32845,['Romance'],['School'],['Shounen'],['CloverWorks']
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,movie,8.45,576179,2566,"['Drama', 'Sci-Fi']",[],[],['White Fox']
37520,Dororo,tv,8.24,1162560,19790,"['Action', 'Adventure', 'Supernatural']","['Historical', 'Mythology', 'Samurai']",['Shounen'],"['Tezuka Productions', 'MAPPA']"
31758,Kizumonogatari III: Reiketsu-hen,movie,8.79,443950,7262,"['Action', 'Mystery', 'Supernatural']",['Vampire'],[],['Shaft']
40834,Ousama Ranking,tv,8.54,590994,12168,"['Adventure', 'Fantasy']",[],[],['Wit Studio']
24415,Kuroko no Basket 3rd Season,tv,8.3,735523,5049,['Sports'],"['School', 'Team Sports']",['Shounen'],['Production I.G']
28977,Gintama°,tv,9.06,602466,16132,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],['Bandai Namco Pictures']
457,Mushishi,tv,8.66,800054,26101,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']","['Adult Cast', 'Historical', 'Iyashikei']",['Seinen'],['Artland']
37987,Violet Evergarden Movie,movie,8.89,559430,8297,"['Award Winning', 'Drama', 'Fantasy']",[],[],['Kyoto Animation']
48736,Sono Bisque Doll wa Koi wo Suru,tv,8.23,961649,19147,['Romance'],"['Otaku Culture', 'School']",['Seinen'],['CloverWorks']
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,tv,8.21,1025718,15789,"['Comedy', 'Romance']","['Love Polygon', 'School']",[],['feel.']
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,tv,8.36,693435,13644,"['Comedy', 'Romance']","['Love Polygon', 'School']",[],['feel.']
2251,Baccano!,tv,8.37,883640,23019,"['Action', 'Comedy', 'Mystery', 'Supernatural']","['Historical', 'Organized Crime']",[],"[""Brain's Base""]"
10408,Hotarubi no Mori e,movie,8.29,797869,10122,"['Award Winning', 'Drama', 'Romance', 'Supernatural']",[],['Shoujo'],"[""Brain's Base""]"
28171,Shokugeki no Souma,tv,8.15,1596313,23493,"['Ecchi', 'Gourmet']",['School'],['Shounen'],['J.C.Staff']
28223,Death Parade,tv,8.15,1704114,27655,"['Drama', 'Supernatural', 'Suspense']","['Adult Cast', 'High Stakes Game', 'Psychological']",[],['Madhouse']
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,tv,8.33,695610,10553,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",[],['8bit']
41467,Bleach: Sennen Kessen-hen,tv,9.06,465617,18798,"['Action', 'Adventure', 'Fantasy']",[],['Shounen'],['Pierrot']
33486,Boku no Hero Academia 2nd Season,tv,8.11,2431774,17123,['Action'],"['School', 'Super Power']",['Shounen'],['Bones']
392,Yuu☆Yuu☆Hakusho,tv,8.46,660012,21935,"['Action', 'Fantasy']",['Mythology'],['Shounen'],['Pierrot']
9969,Gintama',tv,9.04,531630,7850,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],['Sunrise']
22297,Fate/stay night: Unlimited Blade Works,tv,8.19,1033375,16172,"['Action', 'Fantasy', 'Supernatural']",[],[],['ufotable']
813,Dragon Ball Z,tv,8.16,1185513,36519,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Martial Arts', 'Super Power']",['Shounen'],['Toei Animation']
48569,86 Part 2,tv,8.71,444858,13332,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military']",[],['A-1 Pictures']
30503,Noragami Aragoto,tv,8.15,1412731,11458,"['Action', 'Fantasy']",['Mythology'],['Shounen'],['Bones']
16894,Kuroko no Basket 2nd Season,tv,8.22,827438,4315,['Sports'],"['School', 'Team Sports']",['Shounen'],['Production I.G']
30831,Kono Subarashii Sekai ni Shukufuku wo!,tv,8.11,1880349,43887,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",[],['Studio Deen']
41025,Fumetsu no Anata e,tv,8.36,823295,13758,"['Adventure', 'Drama', 'Supernatural']",[],['Shounen'],"[""Brain's Base""]"
50602,Spy x Family Part 2,tv,8.3,795496,7024,"['Action', 'Comedy']",['Childcare'],['Shounen'],"['Wit Studio', 'CloverWorks']"
22789,Barakamon,tv,8.38,643253,12659,['Slice of Life'],"['Childcare', 'Iyashikei', 'Visual Arts']",[],['Kinema Citrus']
31757,Kizumonogatari II: Nekketsu-hen,movie,8.57,428761,2278,"['Action', 'Mystery', 'Supernatural']",['Vampire'],[],['Shaft']
34572,Black Clover,tv,8.15,1575401,44497,"['Action', 'Comedy', 'Fantasy']",[],['Shounen'],['Pierrot']
37430,Tensei shitara Slime Datta Ken,tv,8.14,1356728,28257,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",[],['8bit']
42938,Fruits Basket: The Final,tv,9.0,440246,19136,"['Drama', 'Romance', 'Supernatural']",[],['Shoujo'],['TMS Entertainment']
19815,No Game No Life,tv,8.08,2322875,47607,"['Comedy', 'Ecchi', 'Fantasy']","['Isekai', 'Strategy Game']",[],['Madhouse']
853,Ouran Koukou Host Club,tv,8.16,1089289,33488,"['Comedy', 'Romance']","['Crossdressing', 'Reverse Harem', 'School']",['Shoujo'],['Bones']
4224,Toradora!,tv,8.08,2136794,55945,"['Drama', 'Romance']","['Love Polygon', 'School']",[],['J.C.Staff']
24833,Ansatsu Kyoushitsu,tv,8.09,1934141,28956,"['Action', 'Comedy']",['School'],['Shounen'],['Lerche']
25781,Shingeki no Kyojin: Kuinaki Sentaku,ova,8.41,493394,1870,['Action'],[],[],['Wit Studio']
18115,Magi: The Kingdom of Magic,tv,8.22,819755,7624,"['Action', 'Adventure', 'Fantasy']",[],['Shounen'],['A-1 Pictures']
121,Fullmetal Alchemist,tv,8.11,1434654,25599,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy']",['Military'],['Shounen'],['Bones']
51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,tv,8.34,648679,8380,"['Action', 'Fantasy']",['Historical'],['Shounen'],['ufotable']
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,movie,8.62,430588,3376,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']","['Gore', 'Survival']",[],['Kinema Citrus']
40852,Dr. Stone: Stone Wars,tv,8.17,977831,7160,"['Adventure', 'Comedy', 'Sci-Fi']","['Survival', 'Time Travel']",['Shounen'],['TMS Entertainment']
136,Hunter x Hunter,tv,8.41,569533,10538,"['Action', 'Adventure', 'Fantasy']",[],['Shounen'],['Nippon Animation']
40417,Fruits Basket 2nd Season,tv,8.55,478346,5804,"['Drama', 'Romance', 'Supernatural']",['School'],['Shoujo'],['TMS Entertainment']
6547,Angel Beats!,tv,8.06,2021861,47781,"['Drama', 'Supernatural']",['School'],[],['P.A. Works']
11843,Danshi Koukousei no Nichijou,tv,8.23,798433,13956,['Comedy'],"['Gag Humor', 'School']",[],['Sunrise']
32867,Bungou Stray Dogs 2nd Season,tv,8.19,812246,6672,"['Action', 'Mystery', 'Supernatural']","['Adult Cast', 'Organized Crime', 'Super Power']",['Seinen'],['Bones']
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,tv,8.1,1161534,21358,"['Action', 'Adventure', 'Supernatural']",[],['Shounen'],['David Production']
877,Nana,tv,8.54,627835,27716,"['Drama', 'Romance']","['Adult Cast', 'Love Polygon', 'Music']",['Shoujo'],['Madhouse']
41457,86,tv,8.28,703170,17683,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military']",[],['A-1 Pictures']
49387,Vinland Saga Season 2,tv,8.83,480608,9757,"['Action', 'Adventure', 'Drama']","['Gore', 'Historical']",['Seinen'],['MAPPA']
33674,No Game No Life: Zero,movie,8.19,839627,7568,"['Drama', 'Fantasy', 'Romance']",['Isekai'],[],['Madhouse']
1210,NHK ni Youkoso!,tv,8.31,716086,25707,"['Comedy', 'Drama', 'Romance']","['Otaku Culture', 'Psychological']",[],['Gonzo']
36456,Boku no Hero Academia 3rd Season,tv,8.04,2104689,12723,['Action'],"['School', 'Super Power']",['Shounen'],['Bones']
31646,3-gatsu no Lion,tv,8.38,657801,15221,"['Drama', 'Slice of Life']","['Childcare', 'Iyashikei', 'Strategy Game']",['Seinen'],['Shaft']
3784,Evangelion: 2.0 You Can (Not) Advance,movie,8.3,522392,3384,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Psychological']",[],['Khara']
9260,Kizumonogatari I: Tekketsu-hen,movie,8.37,511474,3451,"['Action', 'Mystery', 'Supernatural']",['Vampire'],[],['Shaft']
6746,Durarara!!,tv,8.11,1369052,29890,"['Action', 'Mystery', 'Supernatural']",[],[],"[""Brain's Base""]"
39533,Given,tv,8.33,542452,16643,"['Boys Love', 'Drama', 'Romance']","['Music', 'School']",[],['Lerche']
47,Akira,movie,8.16,813964,13148,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Supernatural']","['Gore', 'Military']",['Seinen'],['Tokyo Movie Shinsha']
35180,3-gatsu no Lion 2nd Season,tv,8.93,387025,14895,['Drama'],"['Childcare', 'Iyashikei', 'Strategy Game']",['Seinen'],['Shaft']
2966,Ookami to Koushinryou,tv,8.22,792403,17635,"['Adventure', 'Fantasy', 'Romance']",['Adult Cast'],[],['Imagin']
32282,Shokugeki no Souma: Ni no Sara,tv,8.09,1104116,3057,"['Ecchi', 'Gourmet']",['School'],['Shounen'],['J.C.Staff']
49596,Blue Lock,tv,8.33,578541,10544,['Sports'],['Team Sports'],['Shounen'],['8bit']
38680,Fruits Basket 1st Season,tv,8.22,784843,15347,"['Drama', 'Romance', 'Supernatural']","['Love Polygon', 'School']",['Shoujo'],['TMS Entertainment']
13759,Sakura-sou no Pet na Kanojo,tv,8.08,1213910,26114,"['Drama', 'Romance']","['School', 'Visual Arts']",[],['J.C.Staff']
35247,Owarimonogatari 2nd Season,tv,8.88,383813,8518,"['Comedy', 'Mystery', 'Supernatural']",['Vampire'],[],['Shaft']
512,Majo no Takkyuubin,movie,8.22,554785,5448,"['Adventure', 'Award Winning', 'Comedy', 'Drama', 'Fantasy']",[],[],['Studio Ghibli']
43,Koukaku Kidoutai,movie,8.27,609979,12475,"['Action', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']","['Adult Cast', 'Detective', 'Mecha', 'Psychological']",['Seinen'],['Production I.G']
46102,Odd Taxi,tv,8.68,397646,7757,"['Award Winning', 'Mystery']",['Anthropomorphic'],[],"['OLM', 'P.I.C.S.']"
6,Trigun,tv,8.22,733966,15265,"['Action', 'Adventure', 'Sci-Fi']",['Adult Cast'],['Shounen'],['Madhouse']
18679,Kill la Kill,tv,8.04,1670745,37117,"['Action', 'Comedy', 'Ecchi']","['School', 'Super Power']",[],['Trigger']
23283,Zankyou no Terror,tv,8.09,1127895,21668,"['Mystery', 'Suspense']",['Psychological'],[],['MAPPA']
31181,Owarimonogatari,tv,8.45,464865,2811,"['Comedy', 'Mystery', 'Supernatural']",['Vampire'],[],['Shaft']
20,Naruto,tv,7.99,2742992,76996,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],['Shounen'],['Pierrot']
33049,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,movie,8.5,369682,3400,"['Action', 'Fantasy', 'Supernatural']",[],[],['ufotable']
11771,Kuroko no Basket,tv,8.06,1164534,20809,['Sports'],"['School', 'Team Sports']",['Shounen'],['Production I.G']
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,movie,8.41,396946,1471,"['Drama', 'Fantasy']",[],[],['Kyoto Animation']
5341,Ookami to Koushinryou II,tv,8.31,478597,4228,"['Adventure', 'Fantasy', 'Romance']",['Adult Cast'],[],"[""Brain's Base"", 'Marvy Jack']"
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,movie,8.47,364386,8405,"['Award Winning', 'Drama', 'Mystery', 'Suspense']","['Mahou Shoujo', 'Psychological']",[],['Shaft']
35839,Sora yori mo Tooi Basho,tv,8.52,483735,13662,"['Adventure', 'Comedy', 'Drama']",['CGDCT'],[],['Madhouse']
12189,Hyouka,tv,8.07,1327009,26532,"['Mystery', 'Slice of Life']",['School'],[],['Kyoto Animation']
49918,Boku no Hero Academia 6th Season,tv,8.35,563071,6647,['Action'],"['School', 'Super Power']",['Shounen'],['Bones']
