anime_id,title,type,score,members,favorites,genres,themes,demographics,studios
20667,Zeonic Front: Kidou Senshi Gundam 0079 - Zeon no Hifun,special,5.71,2301,0,[],"['Mecha', 'Military']",[],['Sunrise']
40780,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana Recap,special,5.5600000000000005,2267,2,"['Action', 'Fantasy']","['Detective', 'Vampire']",[],['Anima&Co.']
8920,Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,ova,5.62,2211,4,['Horror'],[],[],['Toei Animation']
41339,Blue: Line Step Brush,ona,5.79,1791,3,"['Drama', 'Slice of Life']",[],[],['Wit Studio']
5372,Seisenshi Dunbine OVA,ova,5.63,2444,0,"['Adventure', 'Sci-Fi']",['Mecha'],[],['Sunrise']
53333,Konkon Beats,music,6.25,374,1,[],['Music'],[],[]
3569,Injuu Seisen: Twin Angels,ova,5.6,2714,8,"['Hentai', 'Horror']",[],[],['Arms']
2094,Relic Armor Legaciam,ova,5.55,2223,0,"['Action', 'Sci-Fi']",['Mecha'],[],[]
6688,Batain Lai!! Minami no Shima no Mizu Monogatari,movie,6.12,980,0,['Slice of Life'],['Historical'],[],['Mushi Production']
11511,Bouei Honou / Evidence,music,5.5600000000000005,1534,0,[],['Music'],[],[]
54357,Inu to Shounen,ona,5.59,1428,4,['Sci-Fi'],['Survival'],[],['Wit Studio']
40320,Tenka Hyakken: Meiji-kan e Youkoso!,tv,5.01,8551,9,"['Action', 'Adventure', 'Fantasy', 'Supernatural']","['Historical', 'Martial Arts']",[],['LIDENFILMS']
32084,"Watashitachi, Luck Logic-bu!",tv,5.43,4883,2,['Comedy'],"['School', 'Strategy Game']",[],['Doga Kobo']
17693,Erementar Gerad: Aozora no Senki,music,5.75,1610,0,[],['Music'],[],[]
4939,Macross Fufonfia,ona,5.52,3225,1,['Comedy'],['Parody'],[],['I was a Ballerina']
15607,Ai no Wakakusa Monogatari Specials,special,6.29,733,0,"['Drama', 'Slice of Life']",['Historical'],[],['Nippon Animation']
11049,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,movie,6.29,634,0,"['Fantasy', 'Slice of Life']",[],[],['Toei Animation']
18003,Thermae Romae x TOTO Collaboration,special,5.99,1014,0,['Comedy'],['Historical'],['Seinen'],['DLE']
53409,Melt,music,6.51,226,1,[],['Music'],[],['Gonzo']
5522,Juuninin no Onna Kyoushi,ova,5.65,2343,2,['Hentai'],[],[],['Y.O.U.C']
8443,Mahou no Star Magical Emi: Semishigure,ova,6.12,995,1,['Comedy'],['Mahou Shoujo'],['Shoujo'],['Pierrot']
36287,Doraemon Eigo Kyoushitsu,special,5.99,907,1,[],[],['Kids'],[]
17963,"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",movie,6.08,1162,0,['Sci-Fi'],['Mecha'],[],[]
50588,Wan Yu Feng Shen,ona,6.13,1082,10,"['Action', 'Fantasy']",[],[],['Soyep']
8332,Kudan,movie,6.28,397,0,"['Award Winning', 'Fantasy']",[],[],[]
10406,Spelunker Sensei,ova,5.1,2901,4,['Comedy'],[],[],['Studio PuYUKAI']
3498,Shin Onimusha: Dawn of Dreams the Story,ova,5.9,1260,1,['Action'],"['Historical', 'Martial Arts', 'Mythology', 'Samurai']",[],[]
24817,Fantasista Stella,ova,5.78,1621,3,['Sports'],['Team Sports'],['Shounen'],['Xebec']
6868,Wansa-kun,tv,6.37,949,1,['Comedy'],[],[],['Mushi Production']
40558,Little Scarlet Bad Girl feat. Hatsune Miku,music,6.04,593,0,[],['Music'],[],[]
35116,Warau Salesman Dai SP-banashi,special,6.31,712,0,"['Comedy', 'Drama', 'Supernatural']","['Adult Cast', 'Psychological']",['Seinen'],['Shin-Ei Animation']
3844,Apache Yakyuugun,tv,6.27,1048,2,"['Action', 'Sports']","['School', 'Team Sports']",[],['Toei Animation']
2897,Nandarou,special,5.11,3377,0,['Comedy'],[],[],['Studio Ghibli']
6718,Yamato 2520,ova,5.76,2039,0,"['Action', 'Adventure', 'Sci-Fi']",['Military'],[],['Studio Take Off']
37541,Kimi no Iru Basho,music,6.03,631,0,['Sci-Fi'],['Music'],[],[]
35923,Ame-iro Cocoa Series: Ame-con!!,tv,4.75,5479,2,"['Comedy', 'Slice of Life']",['Workplace'],[],['EMT Squared']
42138,Pokemon Best Wishes! Hikari to Kage no Tenkyuugi,movie,6.25,769,0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",[],['Kids'],[]
6230,Kyokujitsu no Kantai,ova,6.34,1479,3,"['Action', 'Drama']","['Historical', 'Military']",[],['J.C.Staff']
2537,Angelique: Twin Collection,ova,6.01,1597,1,"['Fantasy', 'Sci-Fi']",[],['Shoujo'],['Yumeta Company']
2069,Onna Senshi Efe & Jira: Gude no Monshou,movie,5.7,1725,1,"['Adventure', 'Fantasy']",[],[],['J.C.Staff']
3846,Microid S,tv,6.3,768,0,"['Action', 'Sci-Fi']",[],[],['Toei Animation']
1765,Vampire Sensou,ova,4.65,4414,6,['Supernatural'],"['Super Power', 'Vampire']",[],['Toei Animation']
2315,Injuu Alien,ova,5.24,3499,1,"['Action', 'Adventure', 'Hentai', 'Horror', 'Sci-Fi']",[],[],['PP Project']
8275,Kanin Tokkyuu Michishio,ova,5.68,2225,4,['Hentai'],[],[],['Y.O.U.C']
8899,Kaitei Shounen Marine,tv,6.18,857,2,"['Action', 'Adventure', 'Sci-Fi']",[],['Kids'],['Tele-Cartoon Japan']
50217,Shanhe Jian Xin Xiao Juchang,ona,6.44,810,5,"['Comedy', 'Fantasy']",[],[],[]
45108,One of Us,music,6.42,285,1,[],['Music'],[],[]
9768,Shima Shima Tora no Shimajirou,tv,6.09,904,2,"['Adventure', 'Comedy', 'Fantasy']",[],['Kids'],['Studio Kikan']
3929,Ugokie Kori no Tatehiki,movie,5.63,1435,0,"['Comedy', 'Supernatural']",[],[],[]
30298,Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,special,6.17,713,0,[],['Mahou Shoujo'],['Shoujo'],['Ashi Productions']
3762,The Borgman: Last Battle,ova,6.01,1129,0,"['Action', 'Sci-Fi']",['Mythology'],[],['Ashi Productions']
33881,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteidan!,special,6.43,600,0,['Comedy'],"['Adult Cast', 'Detective']",['Shounen'],['Gallop']
42082,Yi Shijie Zhongyao Pu,ona,6.03,893,2,"['Drama', 'Fantasy']",[],[],['Soyep']
8226,Akuma-kun (Movie),movie,6.04,948,1,"['Adventure', 'Fantasy', 'Horror', 'Supernatural']",[],[],['Toei Animation']
55166,Yami Shibai 11,tv,5.96,4252,18,"['Avant Garde', 'Horror', 'Supernatural']",[],[],['ILCA']
692,Dousou Kai,ova,5.64,2374,2,"['Hentai', 'Romance']",['Harem'],[],['Arms']
1511,Gakuen: Chijoku no Zushiki,ova,5.42,3557,3,['Hentai'],[],[],['Y.O.U.C']
53280,Pittoshite! Marmalade,music,6.07,667,4,[],"['Idols (Female)', 'Music']",[],[]
49314,Shoujo Nosferatu,movie,6.03,705,1,"['Avant Garde', 'Horror']",['Psychological'],[],[]
2081,Makeruna! Makendou,ova,5.68,1592,2,['Comedy'],[],[],['OLM']
4484,"Umi no Yami, Tsuki no Kage",ova,5.8100000000000005,2036,1,"['Drama', 'Horror', 'Romance']",['Super Power'],['Shoujo'],['Visual 80']
41763,Hikari yo,music,6.35,283,0,[],['Music'],[],[]
4522,Bounty Hunter: The Hard,ova,5.71,1521,0,['Action'],['Detective'],[],['J.C.Staff']
39720,Mu Wang Zhi Wang: Xuan Guan Si,ona,6.34,637,0,"['Action', 'Mystery', 'Romance']","['Historical', 'Martial Arts']",[],['BUILD DREAM']
5421,Ark,movie,5.87,1254,1,"['Action', 'Fantasy', 'Sci-Fi', 'Supernatural']","['Mecha', 'Military']",[],[]
9243,Nine 2: Koibito Sengen,special,6.03,918,0,"['Romance', 'Sports']","['School', 'Team Sports']",['Shounen'],['Group TAC']
35115,Warau Salesman Episode 0,special,5.95,1031,1,['Supernatural'],"['Adult Cast', 'Psychological']",['Seinen'],['Shin-Ei Animation']
6835,Umi no Mizu wa Naze Karai,movie,5.66,1337,1,[],['Historical'],[],[]
2479,Dragon Knight,ova,5.31,3309,2,"['Action', 'Fantasy', 'Hentai']",['Mythology'],[],['Studio Wombat']
44585,Nihon Chinbotsu 2020 Gekijou Henshuuban: Shizumanu Kibou,movie,6.49,493,1,"['Adventure', 'Drama', 'Sci-Fi', 'Suspense']",[],[],['Science SARU']
12027,Anne no Nikki: Anne Frank Monogatari,special,6.19,1058,1,['Drama'],['Historical'],[],['Nippon Animation']
36104,Haha no Supporter,ona,6.12,504,1,['Drama'],[],[],[]
7752,Bao Lian Deng,movie,6.2,631,0,"['Action', 'Adventure', 'Fantasy']",[],[],[]
29910,Qin Shi Mingyue 3D: Dianying Longteng Wanli,movie,6.16,1183,3,"['Action', 'Fantasy']","['Historical', 'Martial Arts']",[],['Sparkly Key Animation Studio']
53878,One Piece: Uchuu tte Omoshiree! Hoshizora Jima-hen,movie,6.33,1013,0,"['Adventure', 'Comedy', 'Fantasy']",[],['Shounen'],['Toei Animation']
2967,Saishuu Shiken Kujira,ona,4.97,5468,3,"['Comedy', 'Ecchi', 'Mystery', 'Supernatural']",['School'],[],['Zexcs']
33119,Tokyogurashi!,ona,4.67,5389,2,[],"['Music', 'Parody']",[],[]
2348,Shitai wo Arau The Animation,ova,5.42,2865,6,['Hentai'],[],[],['ORADA COMPANY']
6667,Love to Live By,music,5.54,1513,1,[],['Music'],[],['Studio 4°C']
14095,Kamen Rider Fourze x Crayon Shin-chan,special,5.79,1389,0,"['Action', 'Comedy']",[],['Seinen'],[]
3801,Yami no Teio: Kyuuketsuki Dracula,special,3.71,4429,5,['Horror'],['Vampire'],[],['Toei Animation']
625,Moekan The Animation,ova,5.45,3032,0,"['Comedy', 'Romance']",[],[],[]
12485,Gregory Horror Show: The Bloody Karte,special,5.78,1251,0,"['Comedy', 'Horror', 'Mystery', 'Supernatural']",['Mythology'],[],['Milky Cartoon']
6625,Nono-chan,tv,6.17,1161,2,"['Comedy', 'Slice of Life']",[],[],['Toei Animation']
51574,Neko Naraba Ikeru,music,6.18,402,0,[],"['Idols (Female)', 'Music']",[],[]
49527,Princess♂,music,6.31,322,0,[],['Music'],[],[]
17667,Harisu no Kaze,tv,6.53,649,1,['Comedy'],['School'],[],[]
33876,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chuuken Lucky Monogatari - Kameari Dai Houimou wo Kawase!!,special,6.41,592,0,['Comedy'],"['Adult Cast', 'Detective']",['Shounen'],['Gallop']
25991,Bishoujo Mobage: Mobami-chan,ona,5.35,2714,1,[],"['Music', 'Video Game']",[],['Trigger']
3758,Panda no Daibouken,movie,6.06,790,0,['Adventure'],[],['Kids'],['Toei Animation']
10306,Umi Monogatari: Kanon to Iku Amamikoshima,ona,5.91,1992,0,['Comedy'],[],[],['Zexcs']
2384,Yakusai Kochou,ova,5.36,2614,4,"['Comedy', 'Ecchi', 'Supernatural']",[],[],['Anime R']
48672,Tsugu Tsugumomo Mini Anime,ona,6.05,1264,2,['Comedy'],[],[],['AQUA ARIS']
2078,Landlock,ova,5.42,2489,1,"['Adventure', 'Fantasy', 'Sci-Fi']",[],[],['Sanctuary']
12657,Tongari Boushi no Memole: Marielle no Housekibako,ova,6.31,667,0,['Fantasy'],[],"['Kids', 'Shoujo']",['Toei Animation']
48827,Glory or Dust,music,6.5,249,2,[],['Music'],[],['Production I.G']
37265,God Eater Reso Nantoka Gekijou,ona,5.61,4903,3,"['Fantasy', 'Sci-Fi']","['Military', 'Parody']",[],"['Passione', 'Creators in Pack']"
53330,The Circle Of Butterflies,music,6.38,303,0,[],['Music'],[],['Scooter Films']
40348,Shounen Sunday CM: Detective Conan,special,5.71,1454,2,['Mystery'],[],['Shounen'],[]
10735,Planetes Picture Drama,special,5.61,2339,0,"['Comedy', 'Sci-Fi']","['Adult Cast', 'Space']",[],['Sunrise']
19871,Gaist Crusher,tv,5.8,2458,5,"['Action', 'Fantasy', 'Supernatural']",[],[],['Pierrot']
3526,Mahou Shoujo Meruru,ova,5.5600000000000005,2347,4,"['Adventure', 'Fantasy', 'Hentai']",[],[],[]
8214,"Tekkamen wo Oe: ""d'Artagnan Monogatari"" yori",special,6.02,946,0,['Action'],['Historical'],[],['Gallop']
39840,Ganbare! Kakure Ase Project,ona,5.92,1070,0,['Slice of Life'],"['Music', 'School']",[],['G-angle']
1782,Hyakki,ova,5.52,2971,4,"['Hentai', 'Horror']",[],[],['Arms']
33391,Red Ash: Gearworld,movie,5.58,2631,1,"['Action', 'Sci-Fi']",[],[],['Studio 4°C']
40166,Zoids Wild Zero,tv,5.92,3973,11,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['Mecha', 'Military']",[],['OLM']
52948,"Never Lose, My Rule",music,6.32,334,0,['Action'],"['Idols (Male)', 'Music']",[],['Flat Studio']
4489,Septem Charm Magical Kanan: SP Summer Camp,ova,5.74,2034,1,['Hentai'],[],[],['Triple X']
51443,"Nonbiri to,",music,6.05,541,0,[],['Music'],[],[]
7956,Cybot Robocchi,tv,6.3,631,0,"['Comedy', 'Sci-Fi']",[],[],['Knack Productions']
5923,Utsunomiko: Heaven Chapter,ova,6.2,1131,1,"['Adventure', 'Fantasy']",['Mythology'],[],['Toei Animation']
44233,Yinhe Zhi Xin,ona,6.4,1097,3,"['Action', 'Sci-Fi']",[],[],['Chosen']
36427,Zhandou Wang Zhi Jufeng Zhan Hun 3,tv,6.01,675,4,['Action'],[],[],['Alpha Animation']
41498,Saikai,music,6.36,309,1,[],['Music'],[],['Studio Gohan']
35552,Pokemon Daisuki Club,music,5.77,1802,3,['Comedy'],['Music'],[],[]
48436,Gintama: The Final x Mameshiba,special,6.18,957,2,['Comedy'],['Parody'],[],[]
19233,Around,movie,5.63,1375,1,['Slice of Life'],[],[],[]
36297,Hachigatsu no Cinderella Nine PV,ona,5.66,1927,0,['Sports'],['Music'],[],['A-1 Pictures']
15127,Sakura Taisen: Kanadegumi,music,5.59,2971,3,[],"['Music', 'Performing Arts']",['Shoujo'],['A-1 Pictures']
9866,Oshin,movie,6.36,1007,1,['Drama'],['Historical'],[],[]
51863,Shishang Zui Qiang Nan Zhujiao,ona,6.22,872,0,"['Action', 'Fantasy']",['Martial Arts'],[],['Ruo Hong Culture']
11791,Sore Ike! Anpanman: Ruby no Negai,movie,6.18,611,0,['Comedy'],[],['Kids'],[]
3880,Makyou Densetsu Acrobunch,tv,6.0,1407,2,['Sci-Fi'],['Mecha'],[],[]
3551,Dragon Rider,ova,5.58,2188,1,['Hentai'],[],[],['Triple X']
40948,Phantasy Star Online 2: Episode Oracle - Xiao's Report,special,5.78,2186,1,"['Action', 'Sci-Fi']",['Space'],[],['Gonzo']
12497,Garakuta-doori no Stain: Epilogue,ova,6.16,571,1,['Comedy'],[],[],[]
21335,Double Circle,ona,4.82,5687,4,['Sci-Fi'],['Super Power'],[],[]
1595,Inma Daitoshi: Beast City,ova,5.55,2718,8,['Hentai'],[],[],['C and R']
21471,Mirai Koushi Harima SACLA,ona,5.57,1667,0,['Sci-Fi'],['Music'],[],[]
8409,Marie & Gali ver. 2.0,tv,6.05,1179,1,['Comedy'],['Educational'],[],['Toei Animation']
12163,Ginga Tetsudou 999: Hoshizora wa Time Machine,movie,6.3,1042,0,"['Drama', 'Sci-Fi']",[],[],['Toei Animation']
1812,Hanoka,tv,3.34,4960,17,['Sci-Fi'],[],[],['RAMS']
53642,Odd Taxi Picture Drama,special,5.84,1005,0,[],['Anthropomorphic'],[],[]
3558,Doukyuusei (OVA): Natsu no Owari ni,ova,5.55,2987,7,"['Drama', 'Hentai', 'Romance']",['Harem'],[],['Arms']
38934,Change Our Mirai!: Our 7 Lights,music,5.7,1159,1,[],['Music'],[],[]
34039,L'Œil du cyclone,music,5.83,823,1,['Avant Garde'],['Music'],[],[]
16604,Pinky,ona,3.35,3318,1,"['Comedy', 'Horror']",[],[],[]
1947,Kikou Sennyo Rouran,tv,5.86,2244,2,"['Action', 'Fantasy']",['Mecha'],[],['Zexcs']
6189,Baton,movie,5.55,2650,0,"['Adventure', 'Sci-Fi']",[],[],[]
5826,Oira no Yakyuu,movie,5.36,1967,0,['Sports'],['Team Sports'],[],[]
33669,Cure Miracle to Mofurun no Mahou Lesson,movie,5.78,1277,0,"['Action', 'Fantasy', 'Slice of Life']",['School'],['Shoujo'],[]
38987,True Tears Recap,special,5.84,1514,0,['Drama'],['Love Polygon'],[],['P.A. Works']
40921,Urashimasakatasen no Nichijou Special,special,6.18,859,1,['Comedy'],['School'],[],['Gainax Kyoto']
10607,Rerere no Tensai Bakabon,tv,6.18,766,1,['Comedy'],['Gag Humor'],[],['Pierrot']
35303,Furusato Meguri: Nippon no Mukashibanashi,tv,6.16,1080,1,['Supernatural'],['Historical'],['Kids'],[]
54100,Ienai feat. asmi,music,6.16,473,0,[],['Music'],[],[]
4058,Makyou Gaiden Le Deus,ova,5.5,2219,2,"['Action', 'Adventure', 'Sci-Fi']",['Mecha'],[],['Ashi Productions']
33696,3D Onara Gorou ga Dance Dance Dance!!,music,3.33,3294,17,['Comedy'],['Music'],[],['ILCA']
11505,Kiss Dum: Omokage,special,5.99,1134,0,['Sci-Fi'],"['Mecha', 'Military']",[],['Satelight']
8157,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,movie,6.07,1000,0,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']",[],[],['Toei Animation']
51307,Bokura no Yoake,movie,6.26,5807,13,"['Drama', 'Sci-Fi']",[],['Seinen'],['Zero-G']
5656,PuriGorota: Uchuu no Yuujou Daibouken,ova,5.0,3292,0,"['Adventure', 'Sci-Fi']",[],['Kids'],['J.C.Staff']
14381,Sore Ike! Anpanman: Yomigaere Bananajima,movie,6.47,445,1,"['Adventure', 'Comedy', 'Fantasy']",['Super Power'],['Kids'],['TMS Entertainment']
33759,Feng Wei Ying Xiong,ona,6.28,540,2,"['Action', 'Fantasy']",[],[],['YHKT Entertainment']
49518,Otome wa Boku ni Koishiteru: Trinkle Stars The Animation,ova,5.57,4964,19,['Romance'],"['Crossdressing', 'School']",[],['Blue bread']
51047,Kettobashita Moufu,music,6.36,276,0,[],['Music'],[],[]
42593,Kesshouban: Eigakan e Iku,movie,5.92,4961,1,['Comedy'],[],[],[]
8753,Ultraman Kids: Haha wo Tazunete 3000-man Kounen,tv,6.2,774,3,[],['Space'],['Kids'],[]
10224,Uchuu Majin Daikengou,tv,6.05,1165,3,"['Action', 'Adventure', 'Sci-Fi']","['Mecha', 'Space']",[],['Toei Animation']
36716,Boku wa Mada 7-sai Datta,music,6.14,404,0,[],['Music'],[],['pH Studio']
9944,Hime Gal♥Paradise,ova,6.11,1501,6,[],['Crossdressing'],['Shoujo'],['SynergySP']
51681,Xun Jian,ona,6.12,787,5,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],[],['Xing Yi Kai Chen']
42793,Carol (Music),music,6.12,424,0,[],['Music'],['Kids'],[]
9244,Nine: Kanketsu-hen,special,6.02,814,0,"['Romance', 'Sports']","['School', 'Team Sports']",['Shounen'],['Group TAC']
1345,Soujuu Senshi Psychic Wars,ova,3.11,4351,6,['Action'],"['Mythology', 'Super Power', 'Time Travel']",[],['Toei Animation']
2991,Harumi-chan no Oita,ova,5.19,3227,4,['Hentai'],[],[],[]
33739,Tian Xin Ge Ge,tv,6.45,446,5,['Comedy'],['Historical'],['Kids'],['Puzzle Animation Studio Limited']
16514,Batsu & Terry,movie,6.24,812,0,"['Comedy', 'Drama', 'Sports']","['School', 'Team Sports']",['Shounen'],['Sunrise']
2219,Ryokunohara Meikyuu,ova,4.93,4857,3,"['Avant Garde', 'Boys Love', 'Drama', 'Romance']",['Psychological'],['Shoujo'],['AIC']
51780,Digimon Ghost Game Recap,special,5.69,1661,1,"['Action', 'Adventure', 'Comedy', 'Fantasy']",[],[],['Toei Animation']
41235,Sotsugyou ** Densha,ova,5.16,3381,5,['Hentai'],[],[],['Suzuki Mirano']
5878,Love Position: Halley Densetsu,ova,5.82,1421,2,"['Fantasy', 'Sci-Fi']",[],[],[]
34771,Dynamic Chord,tv,4.61,9682,17,[],['Music'],[],"['Pierrot', 'Pierrot Plus']"
10424,Ona x2,ova,5.47,2462,0,['Hentai'],[],[],['Schoolzone']
7164,Catman Specials,special,5.93,812,0,"['Comedy', 'Fantasy', 'Slice of Life']",['Anthropomorphic'],[],[]
9502,Egao no Hana,music,5.69,1054,1,[],['Music'],['Kids'],[]
5629,Choujuu Kishin Dancougar: Hakunetsu no Shuushou,ova,5.9,1306,2,['Sci-Fi'],"['Mecha', 'Space']",[],[]
10774,Soccer Fever,tv,6.33,755,2,['Sports'],"['Historical', 'Team Sports']",[],[]
19009,DS Anime Soushuuhen '98,ova,6.17,604,5,"['Comedy', 'Fantasy']",[],[],[]
3235,Magma Taishi,ova,6.0,1234,2,"['Action', 'Sci-Fi']","['Space', 'Super Power']",['Shounen'],['Tezuka Productions']
3473,Souseiki,movie,5.42,1857,1,[],['Parody'],[],[]
35631,Mahouka x Mameshiba,ona,5.2,4735,2,['Comedy'],['Parody'],[],[]
55088,Adventure,music,6.48,201,0,[],['Music'],[],['P.I.C.S.']
3645,Yunyun☆Paradise,ova,5.54,1797,5,['Hentai'],[],[],['AIC']
49410,Shiroi Suna no Aquatope Mini,ona,5.79,3391,8,"['Comedy', 'Slice of Life']",[],[],[]
35730,Musekinin Galaxy☆Tylor,tv,3.88,5974,2,"['Comedy', 'Sci-Fi']","['Military', 'Parody', 'Space']",[],['Seven']
10138,Manga Hajimete Omoshiro Juku,tv,6.41,499,0,['Adventure'],['Educational'],['Kids'],[]
49760,Zoku Oujo & Onna Kishi W Do Gehin Roshutsu: Chijoku no Misemono Dorei,ova,5.41,2493,4,['Hentai'],[],[],['Anime Antenna Iinkai']
23901,Lovely Movie: Itoshi no Muco Season 2,tv,6.23,926,0,['Slice of Life'],['Pets'],[],['Doga Kobo']
38486,Go Now!,music,6.1,460,1,[],"['Idols (Male)', 'Music']",[],[]
10003,Kago Shintarou Anime Sakuhin Shuu,ova,4.85,5777,10,"['Avant Garde', 'Comedy', 'Horror']",[],[],[]
36890,dMatsu-san,ona,6.12,1998,3,['Comedy'],"['Gag Humor', 'Parody']",[],['Pierrot']
32316,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's Mini Picture Drama,special,5.96,1607,0,['Comedy'],['Parody'],[],[]
23679,Strange+ Special,special,5.49,2500,0,"['Comedy', 'Slice of Life']",[],['Josei'],['Seven']
49148,Stippling,music,6.33,299,2,[],"['Idols (Male)', 'Music']",[],['Happy Elements']
38413,Arad: Suming Zhi Men,ona,6.05,2116,7,"['Action', 'Adventure', 'Fantasy']",[],[],"['Success Corp.', 'Dangun Pictures']"
51493,Genei,music,6.19,370,0,[],"['Music', 'Psychological']",[],['Studio Gohan']
35809,Otome Chic,music,5.87,785,1,[],['Music'],[],[]
8162,Mugen Shinshi: Bouken Katsugeki-hen,ova,5.73,1579,2,"['Fantasy', 'Horror', 'Mystery']",[],[],['Gallop']
1009,Battle Spirits: Ryuuko no Ken,special,4.8,3636,6,"['Action', 'Comedy']",['Martial Arts'],[],[]
5674,Ashita no Yukinojou,ova,5.54,2852,1,"['Hentai', 'Sports']",['School'],[],['Triple X']
32927,Kidou Senshi Gundam Unicorn: A Phantom World,special,5.77,2017,1,['Action'],['Mecha'],[],[]
28733,Ginga Tetsudou 999 (ONA),ona,6.05,1266,1,"['Adventure', 'Drama', 'Sci-Fi']",['Space'],[],['Toei Animation']
17403,Kaitou Lupin: 813 no Nazo,special,6.35,987,1,['Mystery'],[],[],['Tatsunoko Production']
34979,Shounen Ashibe: Go! Go! Goma-chan 2,tv,5.93,1089,2,"['Comedy', 'Slice of Life']",[],['Seinen'],"['Bridge', 'Husio Studio']"
2809,Fuusen Shoujo Temple-chan,tv,6.25,647,0,"['Adventure', 'Comedy']",[],['Kids'],['Tatsunoko Production']
34849,Konohana no Sakuya Mori,movie,6.02,713,1,['Avant Garde'],[],[],['Tomoyasu Murata Company']
24139,Tokyo Babylon: Vision,music,5.61,1637,0,['Supernatural'],['Music'],[],['Madhouse']
4357,El,ova,5.5,2356,3,"['Action', 'Hentai', 'Sci-Fi']",[],[],['Arms']
832,Ginsoukikou Ordian,tv,5.63,3320,5,['Sci-Fi'],['Mecha'],[],['Plum']
39529,Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,movie,5.99,1135,1,"['Comedy', 'Supernatural']","['Mythology', 'School']",['Kids'],['OLM']
9972,Document Taiyou no Kiba Dagram,movie,6.07,997,2,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military']",[],['Sunrise']
1058,Kidou Shinsengumi Moeyo Ken,ova,5.67,1941,1,"['Adventure', 'Comedy']",['Historical'],[],"['Trinet Entertainment', 'Picture Magic']"
2528,Megami Paradise,ova,5.37,3262,4,"['Adventure', 'Ecchi', 'Fantasy']",[],[],['animate Film']
6270,Neko Machi,ova,6.18,1474,3,"['Fantasy', 'Horror']",[],[],['Toei Video']
3808,Futari Daka,tv,6.15,1075,2,[],['Racing'],['Shounen'],['Kokusai Eigasha']
39872,Chiruri,ona,5.77,916,0,['Drama'],[],[],[]
42135,Pokemon Advanced Generation Planetarium: Tenkuu Kara no Chousen,movie,6.34,646,0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",[],['Kids'],[]
2244,Rakugo Tennyo Oyui,tv,5.85,2324,1,['Comedy'],"['Historical', 'Performing Arts']",[],['TNK']
39226,Captain Tsubasa no Shouka Sakusen,ova,6.26,763,0,['Sports'],['Educational'],['Kids'],[]
51482,Generic Riot!!,music,6.37,263,0,"['Action', 'Sports']",['Music'],[],['Hurray!']
11897,Nendo no Tatakai,ona,3.29,3146,5,"['Action', 'Comedy']",[],[],[]
31426,"Urawa no Usagi-chan: Natsu no Hi to, Bushitsu to, Tomodachi to",special,5.41,2689,0,['Comedy'],['School'],[],['A-Real']
49431,Kanashiki Debu Neko-chan,tv,6.29,3140,40,['Slice of Life'],['Pets'],[],['Cyclone Graphics']
1992,Chou Kousoku Gran Doll,ova,5.5600000000000005,2202,2,"['Action', 'Comedy']","['Mecha', 'School']",[],['Zero-G Room']
38803,Anima Yell! Ouen Douga,ona,5.71,2216,0,['Comedy'],"['CGDCT', 'School']",[],['Doga Kobo']
39700,Miracle,music,6.21,400,0,['Avant Garde'],['Music'],[],[]
2944,Seisai,ova,5.24,4049,6,"['Avant Garde', 'Fantasy', 'Hentai', 'Horror']",[],[],['Y.O.U.C']
46491,Santa Company: Manatsu no Merry Christmas,movie,5.27,2363,4,['Fantasy'],[],[],['ORENDA']
3276,Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,movie,6.15,929,1,"['Action', 'Comedy', 'Sports']",['Combat Sports'],['Shounen'],['Toei Animation']
44078,Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 2nd Season,ona,6.33,748,1,"['Action', 'Adventure', 'Comedy']","['Historical', 'Martial Arts']",[],['Shengying Animation']
24199,Oosouji,music,5.67,1053,1,[],['Music'],[],[]
39957,Hope,music,6.19,461,0,['Romance'],['Music'],[],[]
51005,Imaginary Express,music,6.35,259,0,['Fantasy'],['Music'],[],[]
2092,Kiss wa Hitomi ni Shite,ova,5.74,1488,0,"['Drama', 'Romance']",[],['Shoujo'],['Madhouse']
3822,Sougen no Shoujo Laura,tv,6.31,949,0,['Adventure'],[],['Shoujo'],['Nippon Animation']
